Date,Time,Open,High,Low,Close,Volume
2025-06-05,09:15:00,816.25,816.9000244140625,814.6500244140625,815.5,0
2025-06-05,09:16:00,816.2000122070312,818.0,815.9000244140625,817.1500244140625,56531
2025-06-05,09:17:00,816.75,817.0499877929688,815.3499755859375,815.5999755859375,24408
2025-06-05,09:18:00,815.5,815.7000122070312,814.5,815.0999755859375,32821
2025-06-05,09:19:00,816.0,816.5499877929688,815.1500244140625,815.7999877929688,30140
2025-06-05,09:20:00,815.8499755859375,816.4000244140625,815.25,816.4000244140625,25210
2025-06-05,09:21:00,816.4000244140625,816.9500122070312,816.4000244140625,816.6500244140625,7569
2025-06-05,09:22:00,816.6500244140625,816.7999877929688,815.7000122070312,815.7000122070312,23719
2025-06-05,09:23:00,815.7000122070312,815.7000122070312,814.5,814.5,12415
2025-06-05,09:24:00,814.7000122070312,814.8499755859375,814.3499755859375,814.7000122070312,6647
2025-06-05,09:25:00,814.7000122070312,814.9500122070312,814.2999877929688,814.5999755859375,9328
2025-06-05,09:26:00,814.7000122070312,814.75,814.2999877929688,814.5,10394
2025-06-05,09:27:00,814.5,815.0,814.5,814.7999877929688,4866
2025-06-05,09:28:00,814.5,814.5,814.1500244140625,814.4500122070312,6625
2025-06-05,09:29:00,814.5,814.5,814.2999877929688,814.2999877929688,4219
2025-06-05,09:30:00,814.2999877929688,814.2999877929688,813.4000244140625,814.0,18483
2025-06-05,09:31:00,813.7000122070312,814.0,813.1500244140625,813.1500244140625,7162
2025-06-05,09:32:00,812.75,814.4500122070312,812.75,814.0,26307
2025-06-05,09:33:00,813.7000122070312,814.4500122070312,813.7000122070312,814.0499877929688,6577
2025-06-05,09:34:00,814.0,814.0,813.0499877929688,813.0499877929688,7258
2025-06-05,09:35:00,813.1500244140625,813.7999877929688,813.0,813.7999877929688,7013
2025-06-05,09:36:00,814.0999755859375,815.2999877929688,814.0999755859375,814.75,19598
2025-06-05,09:37:00,814.5,814.9000244140625,814.2000122070312,814.8499755859375,5796
2025-06-05,09:38:00,814.7000122070312,814.7000122070312,813.4000244140625,814.0499877929688,15845
2025-06-05,09:39:00,813.9000244140625,814.0999755859375,813.4000244140625,813.5999755859375,2062
2025-06-05,09:40:00,813.4000244140625,813.5999755859375,812.5499877929688,812.5499877929688,10648
2025-06-05,09:41:00,812.3499755859375,813.3499755859375,812.3499755859375,813.0,12231
2025-06-05,09:42:00,813.0999755859375,813.4500122070312,813.0,813.2000122070312,3822
2025-06-05,09:43:00,813.0,813.5999755859375,813.0,813.5,4789
2025-06-05,09:44:00,813.5,813.5499877929688,813.1500244140625,813.5499877929688,553
2025-06-05,09:45:00,813.1500244140625,813.2000122070312,812.2999877929688,812.5,9418
2025-06-05,09:46:00,812.25,812.5999755859375,811.4500122070312,811.4500122070312,21695
2025-06-05,09:47:00,812.0,812.5,811.75,812.5,9690
2025-06-05,09:48:00,812.5,813.0,812.5,812.9500122070312,2814
2025-06-05,09:49:00,812.9500122070312,812.9500122070312,812.9000244140625,812.9000244140625,3428
2025-06-05,09:50:00,812.9000244140625,813.9500122070312,812.9000244140625,813.9500122070312,3707
2025-06-05,09:51:00,813.7999877929688,813.7999877929688,813.0499877929688,813.0499877929688,3435
2025-06-05,09:52:00,813.25,813.2999877929688,813.0499877929688,813.0499877929688,3682
