Date,Time,Open,High,Low,Close,Volume
2025-06-11,09:15:00,2002.300048828125,2004.0999755859375,2001.9000244140625,2004.0999755859375,0
2025-06-11,09:16:00,2008.0999755859375,2008.0999755859375,2007.199951171875,2007.199951171875,8167
2025-06-11,09:18:00,1999.199951171875,1999.199951171875,1998.5999755859375,1998.5999755859375,23670
2025-06-11,09:19:00,1999.4000244140625,2000.0,1998.9000244140625,2000.0,2024
2025-06-11,09:20:00,2000.0999755859375,2000.0999755859375,1999.800048828125,1999.9000244140625,7780
2025-06-11,09:21:00,2000.0999755859375,2000.0999755859375,1998.800048828125,1998.800048828125,9726
2025-06-11,09:22:00,1998.9000244140625,2000.0,1998.4000244140625,1998.4000244140625,3834
2025-06-11,09:25:00,1994.699951171875,1996.699951171875,1994.300048828125,1996.699951171875,22206
2025-06-11,09:26:00,1996.699951171875,1998.0,1996.699951171875,1998.0,2634
2025-06-11,09:27:00,1997.699951171875,1999.0,1997.0,1997.0,2038
2025-06-11,09:28:00,1997.199951171875,1997.9000244140625,1994.300048828125,1995.9000244140625,2890
2025-06-11,09:29:00,1995.5,1995.699951171875,1994.4000244140625,1994.699951171875,1130
2025-06-11,09:30:00,1994.800048828125,1994.800048828125,1993.0,1993.5,4221
2025-06-11,09:31:00,1993.0,1993.300048828125,1988.0,1988.0,15445
2025-06-11,09:32:00,1988.5999755859375,1990.0,1988.0,1990.0,3385
2025-06-11,09:33:00,1990.0,1990.0,1989.4000244140625,1989.4000244140625,5812
2025-06-11,09:34:00,1989.699951171875,1989.699951171875,1985.199951171875,1987.5999755859375,13780
2025-06-11,09:35:00,1988.0,1989.0,1987.0,1988.0,2831
2025-06-11,09:36:00,1988.0999755859375,1988.9000244140625,1988.0999755859375,1988.800048828125,1221
2025-06-11,09:37:00,1989.4000244140625,1989.4000244140625,1986.5999755859375,1986.5999755859375,7618
2025-06-11,09:38:00,1986.0,1986.0999755859375,1983.5999755859375,1983.5999755859375,8274
2025-06-11,09:39:00,1983.699951171875,1985.0,1983.0,1985.0,4948
2025-06-11,09:40:00,1984.800048828125,1987.0,1983.699951171875,1986.5,9256
2025-06-11,09:41:00,1986.699951171875,1988.800048828125,1986.699951171875,1988.0,3621
2025-06-11,09:42:00,1988.0,1989.800048828125,1987.5999755859375,1989.4000244140625,3781
2025-06-11,09:43:00,1989.4000244140625,1989.4000244140625,1987.699951171875,1989.0999755859375,1600
2025-06-11,09:44:00,1989.0,1991.300048828125,1989.0,1990.0,5585
2025-06-11,09:45:00,1989.800048828125,1990.9000244140625,1989.0999755859375,1990.199951171875,3246
2025-06-11,09:46:00,1990.199951171875,1990.4000244140625,1989.0,1990.300048828125,2656
2025-06-11,09:47:00,1990.800048828125,1993.199951171875,1990.800048828125,1992.800048828125,5707
2025-06-11,09:48:00,1993.5,1995.5,1992.800048828125,1994.5,7656
2025-06-11,09:49:00,1994.5,1994.9000244140625,1993.300048828125,1993.5999755859375,3693
2025-06-11,09:50:00,1992.800048828125,1994.0,1992.800048828125,1993.9000244140625,994
2025-06-11,09:51:00,1993.9000244140625,1995.5999755859375,1993.5999755859375,1995.5999755859375,3395
2025-06-11,09:52:00,1995.300048828125,1995.699951171875,1994.0999755859375,1994.0999755859375,2684
2025-06-11,09:53:00,1995.199951171875,1996.9000244140625,1995.0,1996.300048828125,4355
2025-06-11,09:54:00,1996.800048828125,1999.0,1996.5,1998.4000244140625,8673
2025-06-11,09:55:00,1998.0,1998.0,1997.0,1997.0,1350
2025-06-11,09:56:00,1997.0999755859375,1999.0999755859375,1997.0999755859375,1998.4000244140625,3830
2025-06-11,09:57:00,1998.4000244140625,1999.0,1997.199951171875,1998.0999755859375,2195
2025-06-11,09:58:00,1998.300048828125,1999.4000244140625,1998.0,1999.4000244140625,3813
2025-06-11,09:59:00,1999.0,1999.5,1998.4000244140625,1999.0,1510
2025-06-11,10:00:00,1999.0,1999.0,1997.9000244140625,1997.9000244140625,1892
2025-06-11,10:01:00,1997.5,1998.800048828125,1997.5,1998.699951171875,1066
2025-06-11,10:02:00,1998.5999755859375,1999.5,1997.5999755859375,1997.800048828125,4732
2025-06-11,10:03:00,1998.0,1998.9000244140625,1997.5,1997.800048828125,1014
2025-06-11,10:04:00,1997.699951171875,1998.300048828125,1997.699951171875,1997.800048828125,1043
2025-06-11,10:05:00,1998.0999755859375,2001.0,1998.0999755859375,1999.0999755859375,15396
2025-06-11,10:06:00,1998.9000244140625,2000.5999755859375,1998.9000244140625,2000.0,7508
2025-06-11,10:07:00,2000.300048828125,2005.5,1998.9000244140625,2005.5,17598
2025-06-11,10:08:00,2005.0,2006.0,2003.9000244140625,2005.699951171875,3141
2025-06-11,10:09:00,2005.699951171875,2010.800048828125,2005.0,2010.0,13956
2025-06-11,10:10:00,2011.699951171875,2012.300048828125,2010.0999755859375,2010.0999755859375,19672
2025-06-11,10:11:00,2010.0,2016.9000244140625,2010.0,2016.9000244140625,25589
2025-06-11,10:12:00,2017.0,2018.699951171875,2014.5,2016.699951171875,17145
2025-06-11,10:13:00,2016.699951171875,2019.5,2014.5999755859375,2016.300048828125,15530
2025-06-11,10:14:00,2015.5999755859375,2016.9000244140625,2013.199951171875,2013.5,4816
2025-06-11,10:15:00,2013.800048828125,2017.0,2012.4000244140625,2017.0,8106
2025-06-11,10:16:00,2016.9000244140625,2017.800048828125,2016.0,2016.5999755859375,4488
2025-06-11,10:17:00,2016.5,2021.9000244140625,2016.5,2020.0,22055
2025-06-11,10:18:00,2021.0999755859375,2021.0999755859375,2018.5,2018.9000244140625,7948
2025-06-11,10:19:00,2018.9000244140625,2018.9000244140625,2016.5999755859375,2016.5999755859375,4053
2025-06-11,10:20:00,2017.300048828125,2021.0,2016.5999755859375,2018.699951171875,8414
2025-06-11,10:21:00,2018.4000244140625,2020.800048828125,2018.4000244140625,2019.4000244140625,8269
2025-06-11,10:22:00,2018.699951171875,2018.699951171875,2016.5,2016.5999755859375,5931
2025-06-11,10:23:00,2015.800048828125,2019.199951171875,2015.800048828125,2018.5,7036
2025-06-11,10:24:00,2019.0,2020.0,2017.9000244140625,2019.9000244140625,17831
2025-06-11,10:25:00,2019.5999755859375,2020.5,2017.699951171875,2018.800048828125,6133
2025-06-11,10:26:00,2018.5999755859375,2021.0999755859375,2018.199951171875,2019.0999755859375,6920
2025-06-11,10:27:00,2019.4000244140625,2020.0,2019.0999755859375,2019.0999755859375,2554
2025-06-11,10:28:00,2019.0999755859375,2019.0999755859375,2017.5999755859375,2018.0999755859375,2732
2025-06-11,10:29:00,2017.699951171875,2018.199951171875,2017.199951171875,2017.199951171875,4524
2025-06-11,10:30:00,2016.699951171875,2017.199951171875,2015.0999755859375,2017.199951171875,5002
